date,session_key,y,x,z,driver_number,meeting_key
2024-04-07T05:05:59.040000+00:00,9496,-878,-3203,892,22,1232
2024-04-07T05:05:59.320000+00:00,9496,-796,-3115,894,22,1232
2024-04-07T05:05:59.521000+00:00,9496,-705,-3020,896,22,1232
2024-04-07T05:05:59.921000+00:00,9496,-606,-2919,899,22,1232
2024-04-07T05:06:00.101000+00:00,9496,-559,-2872,900,22,1232
2024-04-07T05:06:00.301000+00:00,9496,-503,-2817,901,22,1232
2024-04-07T05:06:00.561000+00:00,9496,-427,-2741,903,22,1232
2024-04-07T05:06:00.861000+00:00,9496,-366,-2680,905,22,1232
2024-04-07T05:06:01.041000+00:00,9496,-327,-2641,905,22,1232
2024-04-07T05:06:01.401000+00:00,9496,-254,-2569,907,22,1232
2024-04-07T05:06:01.561000+00:00,9496,-207,-2522,908,22,1232
2024-04-07T05:06:01.861000+00:00,9496,-164,-2479,910,22,1232
2024-04-07T05:06:02.102000+00:00,9496,-115,-2430,912,22,1232
2024-04-07T05:06:02.361000+00:00,9496,-46,-2360,912,22,1232
2024-04-07T05:06:02.821000+00:00,9496,28,-2278,915,22,1232
2024-04-07T05:06:03.202000+00:00,9496,72,-2226,916,22,1232
2024-04-07T05:06:03.421000+00:00,9496,115,-2169,917,22,1232
2024-04-07T05:06:03.881000+00:00,9496,168,-2079,917,22,1232
2024-04-07T05:06:04.282000+00:00,9496,197,-2013,918,22,1232
2024-04-07T05:06:04.461000+00:00,9496,217,-1951,917,22,1232
2024-04-07T05:06:04.801000+00:00,9496,226,-1910,917,22,1232
2024-04-07T05:06:05.041000+00:00,9496,233,-1861,916,22,1232
2024-04-07T05:06:05.202000+00:00,9496,234,-1829,916,22,1232
2024-04-07T05:06:05.362000+00:00,9496,232,-1793,915,22,1232
2024-04-07T05:06:05.560000+00:00,9496,226,-1759,913,22,1232
2024-04-07T05:06:05.901000+00:00,9496,194,-1685,911,22,1232
2024-04-07T05:06:06.301000+00:00,9496,140,-1616,909,22,1232
2024-04-07T05:06:06.741000+00:00,9496,89,-1557,907,22,1232
2024-04-07T05:06:07.021000+00:00,9496,63,-1519,906,22,1232
2024-04-07T05:06:07.361000+00:00,9496,35,-1453,905,22,1232
2024-04-07T05:06:07.581000+00:00,9496,25,-1397,904,22,1232
2024-04-07T05:06:07.821000+00:00,9496,23,-1347,903,22,1232
2024-04-07T05:06:08.121000+00:00,9496,30,-1284,902,22,1232
2024-04-07T05:06:08.301000+00:00,9496,41,-1245,901,22,1232
2024-04-07T05:06:08.461000+00:00,9496,54,-1210,901,22,1232
2024-04-07T05:06:08.642000+00:00,9496,75,-1169,900,22,1232
2024-04-07T05:06:09.001000+00:00,9496,122,-1104,899,22,1232
2024-04-07T05:06:09.202000+00:00,9496,154,-1069,898,22,1232
2024-04-07T05:06:09.341000+00:00,9496,177,-1044,897,22,1232
2024-04-07T05:06:09.601000+00:00,9496,228,-992,894,22,1232
2024-04-07T05:06:09.881000+00:00,9496,267,-950,891,22,1232
2024-04-07T05:06:10.121000+00:00,9496,303,-907,890,22,1232
2024-04-07T05:06:10.342000+00:00,9496,334,-868,888,22,1232
2024-04-07T05:06:10.501000+00:00,9496,355,-838,886,22,1232
2024-04-07T05:06:10.741000+00:00,9496,384,-794,885,22,1232
2024-04-07T05:06:10.981000+00:00,9496,420,-726,881,22,1232
2024-04-07T05:06:11.382000+00:00,9496,441,-672,879,22,1232
2024-04-07T05:06:11.662000+00:00,9496,461,-600,875,22,1232
2024-04-07T05:06:12.080000+00:00,9496,474,-532,870,22,1232
2024-04-07T05:06:12.241000+00:00,9496,481,-476,866,22,1232
2024-04-07T05:06:12.660000+00:00,9496,488,-384,860,22,1232
2024-04-07T05:06:12.981000+00:00,9496,489,-342,857,22,1232
2024-04-07T05:06:13.200000+00:00,9496,488,-299,854,22,1232
2024-04-07T05:06:13.480000+00:00,9496,486,-238,849,22,1232
2024-04-07T05:06:13.641000+00:00,9496,483,-203,847,22,1232
2024-04-07T05:06:13.921000+00:00,9496,476,-132,841,22,1232
2024-04-07T05:06:14.301000+00:00,9496,452,4,832,22,1232
2024-04-07T05:06:14.601000+00:00,9496,437,19,830,22,1232
2024-04-07T05:06:14.921000+00:00,9496,380,-75,830,22,1232
2024-04-07T05:06:15.121000+00:00,9496,371,-32,830,22,1232
2024-04-07T05:06:15.221000+00:00,9496,367,-11,830,22,1232
2024-04-07T05:06:15.442000+00:00,9496,354,36,830,22,1232
2024-04-07T05:06:15.742000+00:00,9496,336,91,830,22,1232
2024-04-07T05:06:15.901000+00:00,9496,316,143,830,22,1232
2024-04-07T05:06:16.262000+00:00,9496,295,189,830,22,1232
2024-04-07T05:06:16.421000+00:00,9496,283,213,830,22,1232
2024-04-07T05:06:16.602000+00:00,9496,267,244,830,22,1232
2024-04-07T05:06:16.901000+00:00,9496,239,294,830,22,1232
2024-04-07T05:06:17.201000+00:00,9496,211,342,830,22,1232
2024-04-07T05:06:17.261000+00:00,9496,205,352,830,22,1232
2024-04-07T05:06:17.622000+00:00,9496,168,412,830,22,1232
2024-04-07T05:06:17.841000+00:00,9496,137,462,830,22,1232
2024-04-07T05:06:18.242000+00:00,9496,110,506,830,22,1232
2024-04-07T05:06:18.401000+00:00,9496,95,530,830,22,1232
2024-04-07T05:06:18.562000+00:00,9496,80,554,830,22,1232
2024-04-07T05:06:18.801000+00:00,9496,58,590,830,22,1232
2024-04-07T05:06:19.081000+00:00,9496,22,648,830,22,1232
2024-04-07T05:06:19.341000+00:00,9496,10,667,830,22,1232
2024-04-07T05:06:19.681000+00:00,9496,-18,714,830,22,1232
2024-04-07T05:06:20.561000+00:00,9496,-92,827,830,22,1232
2024-04-07T05:06:20.801000+00:00,9496,-113,855,830,22,1232
2024-04-07T05:06:21.041000+00:00,9496,-147,896,830,22,1232
2024-04-07T05:06:21.461000+00:00,9496,-172,925,830,22,1232
2024-04-07T05:06:21.641000+00:00,9496,-188,941,830,22,1232
2024-04-07T05:06:21.801000+00:00,9496,-201,955,830,22,1232
2024-04-07T05:06:22.061000+00:00,9496,-222,975,830,22,1232
2024-04-07T05:06:22.242000+00:00,9496,-238,990,830,22,1232
2024-04-07T05:06:22.381000+00:00,9496,-247,999,830,22,1232
2024-04-07T05:06:22.661000+00:00,9496,-268,1019,830,22,1232
2024-04-07T05:06:22.901000+00:00,9496,-286,1035,830,22,1232
2024-04-07T05:06:23.062000+00:00,9496,-306,1053,830,22,1232
2024-04-07T05:06:23.441000+00:00,9496,-321,1067,830,22,1232
2024-04-07T05:06:23.642000+00:00,9496,-333,1078,830,22,1232
2024-04-07T05:06:23.922000+00:00,9496,-357,1099,830,22,1232
2024-04-07T05:06:24.361000+00:00,9496,-374,1114,830,22,1232
2024-04-07T05:06:24.422000+00:00,9496,-378,1118,830,22,1232
2024-04-07T05:06:24.762000+00:00,9496,-397,1134,830,22,1232
2024-04-07T05:06:24.982000+00:00,9496,-414,1150,830,22,1232
2024-04-07T05:06:25.341000+00:00,9496,-429,1162,830,22,1232
2024-04-07T05:06:25.480000+00:00,9496,-437,1169,830,22,1232
2024-04-07T05:06:25.760000+00:00,9496,-452,1182,830,22,1232
2024-04-07T05:06:25.921000+00:00,9496,-461,1189,830,22,1232
2024-04-07T05:06:26.121000+00:00,9496,-472,1198,830,22,1232
2024-04-07T05:06:26.361000+00:00,9496,-485,1209,830,22,1232
2024-04-07T05:06:26.601000+00:00,9496,-503,1224,830,22,1232
2024-04-07T05:06:26.861000+00:00,9496,-514,1233,830,22,1232
2024-04-07T05:06:27.081000+00:00,9496,-524,1242,830,22,1232
2024-04-07T05:06:27.301000+00:00,9496,-536,1252,830,22,1232
2024-04-07T05:06:27.641000+00:00,9496,-561,1273,830,22,1232
2024-04-07T05:06:27.881000+00:00,9496,-568,1278,830,22,1232
2024-04-07T05:06:28.141000+00:00,9496,-593,1299,830,22,1232
2024-04-07T05:06:28.601000+00:00,9496,-615,1317,830,22,1232
2024-04-07T05:06:28.841000+00:00,9496,-632,1331,830,22,1232
2024-04-07T05:06:29.021000+00:00,9496,-645,1342,830,22,1232
2024-04-07T05:06:29.181000+00:00,9496,-657,1352,830,22,1232
2024-04-07T05:06:29.421000+00:00,9496,-755,1434,830,22,1232
2024-04-07T05:06:29.661000+00:00,9496,-790,1464,830,22,1232
2024-04-07T05:06:30.001000+00:00,9496,-810,1481,830,22,1232
2024-04-07T05:06:30.202000+00:00,9496,-825,1494,830,22,1232
2024-04-07T05:06:30.462000+00:00,9496,-844,1510,830,22,1232
2024-04-07T05:06:30.581000+00:00,9496,-853,1518,830,22,1232
2024-04-07T05:06:30.821000+00:00,9496,-871,1533,830,22,1232
2024-04-07T05:06:31.101000+00:00,9496,-900,1557,830,22,1232
2024-04-07T05:06:31.522000+00:00,9496,-923,1577,830,22,1232
2024-04-07T05:06:31.642000+00:00,9496,-942,1592,830,22,1232
2024-04-07T05:06:31.980000+00:00,9496,-956,1604,830,22,1232
2024-04-07T05:06:32.201000+00:00,9496,-971,1617,830,22,1232
2024-04-07T05:06:32.560000+00:00,9496,-996,1639,830,22,1232
2024-04-07T05:06:32.741000+00:00,9496,-1009,1649,830,22,1232
2024-04-07T05:06:32.941000+00:00,9496,-1022,1661,830,22,1232
2024-04-07T05:06:33.121000+00:00,9496,-1036,1672,830,22,1232
2024-04-07T05:06:33.380000+00:00,9496,-1053,1686,830,22,1232
2024-04-07T05:06:33.461000+00:00,9496,-1058,1691,830,22,1232
2024-04-07T05:06:33.801000+00:00,9496,-1089,1717,830,22,1232
2024-04-07T05:06:34.241000+00:00,9496,-1111,1736,830,22,1232
2024-04-07T05:06:34.461000+00:00,9496,-1125,1748,830,22,1232
2024-04-07T05:06:34.561000+00:00,9496,-1132,1754,830,22,1232
2024-04-07T05:06:34.781000+00:00,9496,-1147,1766,830,22,1232
2024-04-07T05:06:35.001000+00:00,9496,-1161,1778,830,22,1232
2024-04-07T05:06:35.281000+00:00,9496,-1184,1797,830,22,1232
2024-04-07T05:06:35.622000+00:00,9496,-1202,1813,830,22,1232
2024-04-07T05:06:35.781000+00:00,9496,-1212,1822,830,22,1232
2024-04-07T05:06:36.081000+00:00,9496,-1232,1838,830,22,1232
2024-04-07T05:06:36.341000+00:00,9496,-1249,1852,830,22,1232
2024-04-07T05:06:36.402000+00:00,9496,-1254,1857,830,22,1232
2024-04-07T05:06:36.662000+00:00,9496,-1270,1871,830,22,1232
2024-04-07T05:06:36.841000+00:00,9496,-1281,1880,830,22,1232
2024-04-07T05:06:37.101000+00:00,9496,-1306,1901,830,22,1232
2024-04-07T05:06:37.602000+00:00,9496,-1329,1921,830,22,1232
2024-04-07T05:06:37.802000+00:00,9496,-1349,1938,830,22,1232
2024-04-07T05:06:38.102000+00:00,9496,-1360,1947,830,22,1232
2024-04-07T05:06:38.382000+00:00,9496,-1378,1963,830,22,1232
2024-04-07T05:06:38.621000+00:00,9496,-1396,1978,830,22,1232
2024-04-07T05:06:39.040000+00:00,9496,-1425,2003,830,22,1232
2024-04-07T05:06:39.320000+00:00,9496,-1436,2013,830,22,1232
2024-04-07T05:06:39.661000+00:00,9496,-1459,2032,830,22,1232
2024-04-07T05:06:39.841000+00:00,9496,-1476,2047,830,22,1232
2024-04-07T05:06:40.301000+00:00,9496,-1505,2072,830,22,1232
2024-04-07T05:06:40.601000+00:00,9496,-1524,2088,830,22,1232
2024-04-07T05:06:41.101000+00:00,9496,-1544,2105,830,22,1232
2024-04-07T05:06:41.261000+00:00,9496,-1562,2121,830,22,1232
2024-04-07T05:06:41.641000+00:00,9496,-1584,2140,830,22,1232
2024-04-07T05:06:41.981000+00:00,9496,-1596,2150,830,22,1232
2024-04-07T05:06:42.241000+00:00,9496,-1611,2163,830,22,1232
2024-04-07T05:06:42.441000+00:00,9496,-1623,2173,830,22,1232
2024-04-07T05:06:42.621000+00:00,9496,-1633,2182,830,22,1232
2024-04-07T05:06:42.881000+00:00,9496,-1648,2195,830,22,1232
2024-04-07T05:06:43.141000+00:00,9496,-1663,2208,830,22,1232
2024-04-07T05:06:43.361000+00:00,9496,-1683,2225,830,22,1232
2024-04-07T05:06:43.721000+00:00,9496,-1696,2237,830,22,1232
2024-04-07T05:06:43.961000+00:00,9496,-1710,2249,830,22,1232
2024-04-07T05:06:44.201000+00:00,9496,-1724,2261,830,22,1232
2024-04-07T05:06:44.402000+00:00,9496,-1744,2277,830,22,1232
2024-04-07T05:06:44.781000+00:00,9496,-1760,2291,830,22,1232
2024-04-07T05:06:44.942000+00:00,9496,-1780,2309,830,22,1232
2024-04-07T05:06:45.421000+00:00,9496,-1809,2334,830,22,1232
2024-04-07T05:06:45.580000+00:00,9496,-1821,2344,830,22,1232
2024-04-07T05:06:45.701000+00:00,9496,-1829,2351,830,22,1232
2024-04-07T05:06:46.041000+00:00,9496,-1866,2383,830,22,1232
2024-04-07T05:06:46.361000+00:00,9496,-1878,2393,830,22,1232
2024-04-07T05:06:46.521000+00:00,9496,-1890,2403,830,22,1232
2024-04-07T05:06:46.741000+00:00,9496,-1908,2419,830,22,1232
2024-04-07T05:06:46.980000+00:00,9496,-1924,2433,830,22,1232
2024-04-07T05:06:47.260000+00:00,9496,-1945,2450,830,22,1232
2024-04-07T05:06:47.441000+00:00,9496,-1958,2462,830,22,1232
2024-04-07T05:06:47.661000+00:00,9496,-1974,2475,830,22,1232
2024-04-07T05:06:47.741000+00:00,9496,-1979,2480,830,22,1232
2024-04-07T05:06:47.981000+00:00,9496,-1996,2495,830,22,1232
2024-04-07T05:06:48.321000+00:00,9496,-2020,2515,830,22,1232
2024-04-07T05:06:48.521000+00:00,9496,-2034,2527,830,22,1232
2024-04-07T05:06:48.721000+00:00,9496,-2053,2544,830,22,1232
2024-04-07T05:06:49.121000+00:00,9496,-2084,2570,830,22,1232
2024-04-07T05:06:49.601000+00:00,9496,-2106,2590,830,22,1232
2024-04-07T05:06:49.802000+00:00,9496,-2120,2602,830,22,1232
2024-04-07T05:06:50.201000+00:00,9496,-2142,2621,830,22,1232
2024-04-07T05:06:50.501000+00:00,9496,-2149,2626,830,22,1232
2024-04-07T05:06:50.862000+00:00,9496,-2172,2646,830,22,1232
2024-04-07T05:06:51.041000+00:00,9496,-2184,2656,830,22,1232
2024-04-07T05:06:51.261000+00:00,9496,-2207,2676,830,22,1232
2024-04-07T05:06:51.541000+00:00,9496,-2216,2684,830,22,1232
2024-04-07T05:06:51.781000+00:00,9496,-2231,2697,830,22,1232
2024-04-07T05:06:51.961000+00:00,9496,-2243,2707,830,22,1232
2024-04-07T05:06:52.301000+00:00,9496,-2272,2733,830,22,1232
2024-04-07T05:06:52.641000+00:00,9496,-2281,2741,830,22,1232
2024-04-07T05:06:52.921000+00:00,9496,-2293,2751,830,22,1232
2024-04-07T05:06:53.121000+00:00,9496,-2301,2758,830,22,1232
2024-04-07T05:06:53.341000+00:00,9496,-2312,2768,830,22,1232
2024-04-07T05:06:53.761000+00:00,9496,-2319,2773,830,22,1232
2024-04-07T05:06:53.821000+00:00,9496,-2320,2775,830,22,1232
2024-04-07T05:06:54.041000+00:00,9496,-2324,2778,830,22,1232
2024-04-07T05:06:54.281000+00:00,9496,-2328,2781,830,22,1232
2024-04-07T05:06:54.601000+00:00,9496,-2332,2785,830,22,1232
2024-04-07T05:06:55.001000+00:00,9496,-2335,2787,830,22,1232
2024-04-07T05:06:55.301000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:55.541000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:55.722000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:55.941000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:56.262000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:56.582000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:56.882000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:57.281000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:57.501000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:57.702000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:57.881000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:58.380000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:58.680000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:58.821000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:59.121000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:59.401000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:06:59.841000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:00.021000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:00.201000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:00.401000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:00.561000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:00.721000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:00.882000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:01.261000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:01.422000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:01.641000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:01.901000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:02.221000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:02.661000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:02.761000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:03.082000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:03.321000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:03.581000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:03.962000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:04.141000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:04.522000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:04.681000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:04.920000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:05.121000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:05.341000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:05.581000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:05.901000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:06.241000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:06.621000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:06.801000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:07.081000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:07.341000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:07.581000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:07.821000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:08.502000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:08.741000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:08.981000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:09.221000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:09.682000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:09.902000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:10.001000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:10.341000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:10.682000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:11.102000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:11.341000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:11.661000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:11.861000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:12.141000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:12.601000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:12.761000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:13.041000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:13.380000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:13.660000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:13.861000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:13.901000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:14.101000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:14.421000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:14.681000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:14.941000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:15.261000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:15.642000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:15.882000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:16.122000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:16.321000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:16.541000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:16.821000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:17.042000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:17.242000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:17.502000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:17.681000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:17.842000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:18.101000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:18.321000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:18.601000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:18.780000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:18.981000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:19.201000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:19.561000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:19.781000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:20.181000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:20.441000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:20.661000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:20.881000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:21.181000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:21.461000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:21.681000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:22.041000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:22.462000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:22.881000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:22.962000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:23.161000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:23.482000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:23.882000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:24.142000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:24.500000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:24.740000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:25.001000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:25.320000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:25.521000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:26.001000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:26.201000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:26.421000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:26.821000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:27.241000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:27.521000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:27.761000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:27.941000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:28.261000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:28.662000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:28.901000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:29.301000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:29.621000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:29.881000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:30.201000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:30.521000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:30.682000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:31.101000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:31.340000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:31.620000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:31.821000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:32.001000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:32.221000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:32.581000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:32.961000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:33.061000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:33.260000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:33.581000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:33.741000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:33.941000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:34.121000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:34.461000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:34.861000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:35.061000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:35.101000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:35.421000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:35.661000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:35.881000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:36.082000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:36.161000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:36.322000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:36.681000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:37.061000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:37.281000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:37.601000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:37.840000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:38.041000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:38.140000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:38.521000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:38.960000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:39.161000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:39.261000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:39.741000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:39.961000+00:00,9496,-2336,2788,830,22,1232
2024-04-07T05:07:40.301000+00:00,9496,-2336,2788,830,22,1232
