meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1232,9496,1,16,2024-04-07 05:56:45.100000+00:00,35.594,43.595,21.083,,293,False,100.272,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2064, 2064]",286
1232,9496,1,17,2024-04-07 05:58:25.361000+00:00,54.634,43.113,18.731,274.0,294,True,116.478,"[2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2049]",280
1232,9496,1,18,2024-04-07 06:00:21.943000+00:00,34.981,43.108,18.733,279.0,295,False,96.822,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048]",283
1232,9496,1,19,2024-04-07 06:01:58.729000+00:00,34.857,42.769,18.626,280.0,297,False,96.252,"[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2049, 2049]","[2049, 2048, 2048, 2049, 2049]",286
1232,9496,1,20,2024-04-07 06:03:34.976000+00:00,34.885,42.974,18.543,279.0,298,False,96.402,"[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2049, 2049, 2048, 2048, 2049, 2049]","[2049, 2048, 2048, 2048, 2049]",297
1232,9496,1,21,2024-04-07 06:05:11.403000+00:00,34.242,42.833,18.542,280.0,293,False,95.617,"[None, 2049, 2049, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2049, 2048]",286
1232,9496,1,22,2024-04-07 06:06:46.958000+00:00,34.914,42.902,18.568,,293,False,96.384,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048]",286
1232,9496,1,23,2024-04-07 06:08:23.362000+00:00,34.81,42.855,18.54,,294,False,96.205,"[None, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",286
1232,9496,1,24,2024-04-07 06:09:59.554000+00:00,34.895,43.008,18.629,279.0,294,False,96.532,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",286
1232,9496,1,25,2024-04-07 06:11:36.118000+00:00,34.677,43.075,18.585,281.0,295,False,96.337,"[None, 2048, 2048, 2048, 2049, 2049, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",287
1232,9496,1,26,2024-04-07 06:13:12.443000+00:00,34.874,42.952,18.611,,295,False,96.437,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",287
1232,9496,1,27,2024-04-07 06:14:48.817000+00:00,34.936,42.975,18.743,280.0,296,False,96.654,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",287
1232,9496,1,28,2024-04-07 06:16:25.497000+00:00,34.883,43.01,18.603,,297,False,96.496,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",287
1232,9496,1,29,2024-04-07 06:18:01.997000+00:00,35.02,43.016,18.619,,296,False,96.655,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",289
1232,9496,1,30,2024-04-07 06:19:38.628000+00:00,35.05,43.132,18.667,,296,False,96.849,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",288
1232,9496,1,31,2024-04-07 06:21:15.477000+00:00,34.998,43.147,18.616,,296,False,96.761,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048]",289
1232,9496,1,32,2024-04-07 06:22:52.278000+00:00,35.134,43.092,18.694,279.0,296,False,96.92,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",291
1232,9496,1,33,2024-04-07 06:24:29.251000+00:00,35.182,43.181,18.685,,297,False,97.048,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048]",292
1232,9496,1,34,2024-04-07 06:26:06.288000+00:00,35.038,43.228,20.96,278.0,296,False,99.226,"[None, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2064, 2064]",293
1232,9496,1,35,2024-04-07 06:27:45.551000+00:00,54.547,42.486,18.47,281.0,297,True,115.503,"[2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2049, 2048, 2051, 2049, 2049, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2049, 2048]",297
1232,9496,1,36,2024-04-07 06:29:40.961000+00:00,34.203,42.165,18.251,,300,False,94.619,"[2048, 2048, 2048, 2049, 2049, 2048, 2049, 2048, 2049]","[2048, 2048, 2048, 2048, 2049, 2049, 2049, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",296
1232,9496,1,37,2024-04-07 06:31:15.611000+00:00,34.373,42.368,18.229,282.0,298,False,94.97,"[None, 2048, 2048, 2051, 2048, 2048, 2048, 2049, 2049]","[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",298
1232,9496,1,38,2024-04-07 06:32:50.641000+00:00,34.217,42.272,18.497,,296,False,94.986,"[None, 2048, 2048, 2051, 2049, 2049, 2048, 2048, 2049]","[2049, 2048, 2049, 2048, 2048, 2049, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",295
1232,9496,1,39,2024-04-07 06:34:25.590000+00:00,34.097,42.145,18.252,,298,False,94.494,"[None, 2048, 2048, 2049, 2049, 2049, 2048, 2049, 2049]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2051, 2048, 2048]",294
1232,9496,1,40,2024-04-07 06:36:00.138000+00:00,33.952,42.124,18.267,,298,False,94.343,"[None, 2048, 2048, 2051, 2048, 2049, 2048, 2048, 2049]","[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",295
1232,9496,1,41,2024-04-07 06:37:34.426000+00:00,33.997,42.069,18.207,,298,False,94.273,"[None, 2048, 2048, 2051, 2049, 2049, 2048, 2048, 2048]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",297
1232,9496,1,42,2024-04-07 06:39:08.603000+00:00,33.901,42.756,18.308,283.0,298,False,94.965,"[None, 2048, 2048, 2048, 2049, 2049, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297
1232,9496,1,43,2024-04-07 06:40:43.702000+00:00,33.837,42.139,18.327,282.0,298,False,94.303,"[None, 2048, 2048, 2048, 2049, 2051, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297
1232,9496,1,44,2024-04-07 06:42:17.939000+00:00,33.813,42.303,18.339,,299,False,94.455,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048]",297
1232,9496,1,45,2024-04-07 06:43:52.477000+00:00,34.085,42.138,18.383,,299,False,94.606,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048]",297
1232,9496,1,46,2024-04-07 06:45:27.032000+00:00,34.073,42.272,18.265,,299,False,94.61,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048]",301
1232,9496,1,47,2024-04-07 06:47:01.651000+00:00,34.21,42.527,18.376,,301,False,95.113,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2049]","[2049, 2048, 2048, 2048, 2048]",301
1232,9496,1,48,2024-04-07 06:48:36.700000+00:00,34.496,42.871,18.383,,298,False,95.75,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",299
1232,9496,1,49,2024-04-07 06:50:12.416000+00:00,34.097,42.487,18.301,,300,False,94.885,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049]",302
1232,9496,1,50,2024-04-07 06:51:47.313000+00:00,33.404,42.141,18.161,,298,False,93.706,"[2049, 2048, 2051, 2048, 2049, 2051, 2048, 2049, 2048]","[2051, 2048, 2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048]",298
1232,9496,1,51,2024-04-07 06:53:21.225000+00:00,33.964,42.405,18.399,283.0,299,False,94.768,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297
1232,9496,1,52,2024-04-07 06:54:55.869000+00:00,34.158,42.422,18.39,,300,False,94.97,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",299
1232,9496,1,53,2024-04-07 06:56:30.849000+00:00,34.299,42.417,18.547,281.0,298,False,95.263,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",295
