date,session_key,y,x,z,meeting_key,driver_number
2024-04-07T05:05:17.421000+00:00,9496,20,-11208,817,1232,11
2024-04-07T05:05:17.762000+00:00,9496,-88,-10992,823,1232,11
2024-04-07T05:05:18.062000+00:00,9496,-152,-10857,827,1232,11
2024-04-07T05:05:18.282000+00:00,9496,-216,-10721,830,1232,11
2024-04-07T05:05:18.441000+00:00,9496,-252,-10639,832,1232,11
2024-04-07T05:05:18.662000+00:00,9496,-307,-10510,836,1232,11
2024-04-07T05:05:19.021000+00:00,9496,-407,-10257,842,1232,11
2024-04-07T05:05:19.362000+00:00,9496,-476,-10071,847,1232,11
2024-04-07T05:05:19.641000+00:00,9496,-565,-9820,853,1232,11
2024-04-07T05:05:19.900000+00:00,9496,-591,-9744,855,1232,11
2024-04-07T05:05:20.100000+00:00,9496,-635,-9616,858,1232,11
2024-04-07T05:05:20.281000+00:00,9496,-674,-9500,860,1232,11
2024-04-07T05:05:20.621000+00:00,9496,-749,-9278,863,1232,11
2024-04-07T05:05:20.821000+00:00,9496,-793,-9147,864,1232,11
2024-04-07T05:05:21.041000+00:00,9496,-860,-8949,864,1232,11
2024-04-07T05:05:21.401000+00:00,9496,-923,-8762,864,1232,11
2024-04-07T05:05:21.601000+00:00,9496,-967,-8630,864,1232,11
2024-04-07T05:05:21.881000+00:00,9496,-1045,-8397,864,1232,11
2024-04-07T05:05:22.161000+00:00,9496,-1087,-8271,864,1232,11
2024-04-07T05:05:22.321000+00:00,9496,-1120,-8171,864,1232,11
2024-04-07T05:05:22.621000+00:00,9496,-1179,-7997,864,1232,11
2024-04-07T05:05:22.801000+00:00,9496,-1215,-7890,864,1232,11
2024-04-07T05:05:23.001000+00:00,9496,-1257,-7764,864,1232,11
2024-04-07T05:05:23.222000+00:00,9496,-1300,-7637,864,1232,11
2024-04-07T05:05:23.502000+00:00,9496,-1354,-7477,864,1232,11
2024-04-07T05:05:23.701000+00:00,9496,-1418,-7286,863,1232,11
2024-04-07T05:05:24.101000+00:00,9496,-1466,-7142,863,1232,11
2024-04-07T05:05:24.302000+00:00,9496,-1503,-7032,863,1232,11
2024-04-07T05:05:24.501000+00:00,9496,-1540,-6923,863,1232,11
2024-04-07T05:05:24.741000+00:00,9496,-1605,-6728,863,1232,11
2024-04-07T05:05:25.162000+00:00,9496,-1659,-6568,863,1232,11
2024-04-07T05:05:25.341000+00:00,9496,-1715,-6399,863,1232,11
2024-04-07T05:05:25.662000+00:00,9496,-1747,-6305,863,1232,11
2024-04-07T05:05:25.922000+00:00,9496,-1792,-6170,863,1232,11
2024-04-07T05:05:26.160000+00:00,9496,-1833,-6048,863,1232,11
2024-04-07T05:05:26.400000+00:00,9496,-1874,-5928,863,1232,11
2024-04-07T05:05:26.660000+00:00,9496,-1917,-5800,863,1232,11
2024-04-07T05:05:26.861000+00:00,9496,-1950,-5704,863,1232,11
2024-04-07T05:05:27.041000+00:00,9496,-2000,-5552,864,1232,11
2024-04-07T05:05:27.480000+00:00,9496,-2038,-5416,864,1232,11
2024-04-07T05:05:27.701000+00:00,9496,-2053,-5298,864,1232,11
2024-04-07T05:05:28.041000+00:00,9496,-2047,-5160,864,1232,11
2024-04-07T05:05:28.281000+00:00,9496,-2028,-5052,864,1232,11
2024-04-07T05:05:28.521000+00:00,9496,-1997,-4944,864,1232,11
2024-04-07T05:05:28.561000+00:00,9496,-1991,-4926,864,1232,11
2024-04-07T05:05:28.801000+00:00,9496,-1956,-4822,864,1232,11
2024-04-07T05:05:29.081000+00:00,9496,-1913,-4703,865,1232,11
2024-04-07T05:05:29.261000+00:00,9496,-1883,-4628,866,1232,11
2024-04-07T05:05:29.601000+00:00,9496,-1821,-4487,867,1232,11
2024-04-07T05:05:29.821000+00:00,9496,-1765,-4372,868,1232,11
2024-04-07T05:05:30.221000+00:00,9496,-1682,-4218,870,1232,11
2024-04-07T05:05:30.461000+00:00,9496,-1639,-4146,872,1232,11
2024-04-07T05:05:30.721000+00:00,9496,-1569,-4034,874,1232,11
2024-04-07T05:05:30.921000+00:00,9496,-1516,-3955,876,1232,11
2024-04-07T05:05:31.102000+00:00,9496,-1466,-3883,877,1232,11
2024-04-07T05:05:31.321000+00:00,9496,-1403,-3797,880,1232,11
2024-04-07T05:05:31.682000+00:00,9496,-1294,-3657,883,1232,11
2024-04-07T05:05:31.861000+00:00,9496,-1236,-3589,884,1232,11
2024-04-07T05:05:32.022000+00:00,9496,-1182,-3529,885,1232,11
2024-04-07T05:05:32.282000+00:00,9496,-1058,-3395,888,1232,11
2024-04-07T05:05:32.600000+00:00,9496,-981,-3313,890,1232,11
2024-04-07T05:05:32.761000+00:00,9496,-925,-3253,891,1232,11
2024-04-07T05:05:33.101000+00:00,9496,-779,-3098,895,1232,11
2024-04-07T05:05:33.541000+00:00,9496,-656,-2969,897,1232,11
2024-04-07T05:05:33.721000+00:00,9496,-594,-2907,899,1232,11
2024-04-07T05:05:33.861000+00:00,9496,-499,-2813,901,1232,11
2024-04-07T05:05:34.300000+00:00,9496,-401,-2715,904,1232,11
2024-04-07T05:05:34.501000+00:00,9496,-295,-2610,906,1232,11
2024-04-07T05:05:34.881000+00:00,9496,-194,-2510,909,1232,11
2024-04-07T05:05:35.241000+00:00,9496,-123,-2438,911,1232,11
2024-04-07T05:05:35.521000+00:00,9496,-52,-2366,912,1232,11
2024-04-07T05:05:35.702000+00:00,9496,-5,-2317,914,1232,11
2024-04-07T05:05:36.002000+00:00,9496,62,-2239,916,1232,11
2024-04-07T05:05:36.321000+00:00,9496,99,-2192,916,1232,11
2024-04-07T05:05:36.481000+00:00,9496,124,-2156,917,1232,11
2024-04-07T05:05:36.802000+00:00,9496,168,-2079,917,1232,11
2024-04-07T05:05:37.001000+00:00,9496,187,-2039,918,1232,11
2024-04-07T05:05:37.181000+00:00,9496,202,-2000,918,1232,11
2024-04-07T05:05:37.382000+00:00,9496,216,-1957,917,1232,11
2024-04-07T05:05:37.662000+00:00,9496,228,-1900,917,1232,11
2024-04-07T05:05:37.721000+00:00,9496,230,-1888,916,1232,11
2024-04-07T05:05:37.922000+00:00,9496,234,-1847,916,1232,11
2024-04-07T05:05:38.262000+00:00,9496,231,-1783,914,1232,11
2024-04-07T05:05:38.462000+00:00,9496,218,-1733,912,1232,11
2024-04-07T05:05:38.742000+00:00,9496,203,-1700,912,1232,11
2024-04-07T05:05:39.102000+00:00,9496,166,-1647,910,1232,11
2024-04-07T05:05:39.321000+00:00,9496,139,-1616,909,1232,11
2024-04-07T05:05:39.480000+00:00,9496,119,-1594,908,1232,11
2024-04-07T05:05:39.641000+00:00,9496,99,-1570,908,1232,11
2024-04-07T05:05:39.941000+00:00,9496,64,-1521,906,1232,11
2024-04-07T05:05:40.161000+00:00,9496,45,-1482,905,1232,11
2024-04-07T05:05:40.341000+00:00,9496,33,-1443,904,1232,11
2024-04-07T05:05:40.540000+00:00,9496,26,-1407,904,1232,11
2024-04-07T05:05:40.781000+00:00,9496,23,-1358,903,1232,11
2024-04-07T05:05:40.821000+00:00,9496,23,-1350,903,1232,11
2024-04-07T05:05:41.081000+00:00,9496,34,-1270,902,1232,11
2024-04-07T05:05:41.561000+00:00,9496,57,-1205,901,1232,11
2024-04-07T05:05:41.781000+00:00,9496,79,-1164,900,1232,11
2024-04-07T05:05:42.021000+00:00,9496,111,-1118,899,1232,11
2024-04-07T05:05:42.361000+00:00,9496,185,-1036,896,1232,11
2024-04-07T05:05:42.701000+00:00,9496,215,-1006,895,1232,11
2024-04-07T05:05:42.901000+00:00,9496,249,-970,893,1232,11
2024-04-07T05:05:43.121000+00:00,9496,285,-929,891,1232,11
2024-04-07T05:05:43.441000+00:00,9496,336,-865,888,1232,11
2024-04-07T05:05:43.642000+00:00,9496,366,-823,886,1232,11
2024-04-07T05:05:43.821000+00:00,9496,391,-783,884,1232,11
2024-04-07T05:05:44.061000+00:00,9496,420,-727,881,1232,11
2024-04-07T05:05:44.281000+00:00,9496,447,-656,878,1232,11
2024-04-07T05:05:44.601000+00:00,9496,465,-586,875,1232,11
2024-04-07T05:05:44.881000+00:00,9496,478,-508,868,1232,11
2024-04-07T05:05:45.062000+00:00,9496,484,-456,865,1232,11
2024-04-07T05:05:45.342000+00:00,9496,489,-375,859,1232,11
2024-04-07T05:05:45.562000+00:00,9496,489,-310,854,1232,11
2024-04-07T05:05:45.741000+00:00,9496,487,-256,851,1232,11
2024-04-07T05:05:45.940000+00:00,9496,483,-196,846,1232,11
2024-04-07T05:05:46.101000+00:00,9496,478,-148,842,1232,11
2024-04-07T05:05:46.321000+00:00,9496,452,11,832,1232,11
2024-04-07T05:05:46.681000+00:00,9496,386,-113,829,1232,11
2024-04-07T05:05:47.001000+00:00,9496,354,37,829,1232,11
2024-04-07T05:05:47.241000+00:00,9496,346,61,829,1232,11
2024-04-07T05:05:47.501000+00:00,9496,318,139,829,1232,11
2024-04-07T05:05:47.721000+00:00,9496,288,202,829,1232,11
2024-04-07T05:05:48.021000+00:00,9496,245,284,829,1232,11
2024-04-07T05:05:48.041000+00:00,9496,242,289,829,1232,11
2024-04-07T05:05:48.361000+00:00,9496,181,391,829,1232,11
2024-04-07T05:05:48.762000+00:00,9496,131,473,829,1232,11
2024-04-07T05:05:49.021000+00:00,9496,96,527,829,1232,11
2024-04-07T05:05:49.181000+00:00,9496,75,563,829,1232,11
2024-04-07T05:05:49.381000+00:00,9496,31,634,829,1232,11
2024-04-07T05:05:49.862000+00:00,9496,-12,705,829,1232,11
2024-04-07T05:05:49.981000+00:00,9496,-24,723,829,1232,11
2024-04-07T05:05:50.162000+00:00,9496,-44,756,829,1232,11
2024-04-07T05:05:50.482000+00:00,9496,-90,823,829,1232,11
2024-04-07T05:05:50.881000+00:00,9496,-128,875,829,1232,11
2024-04-07T05:05:51.121000+00:00,9496,-176,929,829,1232,11
2024-04-07T05:05:51.461000+00:00,9496,-208,961,829,1232,11
2024-04-07T05:05:51.641000+00:00,9496,-234,986,829,1232,11
2024-04-07T05:05:51.802000+00:00,9496,-257,1008,829,1232,11
2024-04-07T05:05:52.022000+00:00,9496,-291,1040,829,1232,11
2024-04-07T05:05:52.201000+00:00,9496,-314,1061,829,1232,11
2024-04-07T05:05:52.520000+00:00,9496,-370,1111,829,1232,11
2024-04-07T05:05:53.001000+00:00,9496,-523,1240,829,1232,11
2024-04-07T05:05:53.060000+00:00,9496,-531,1248,829,1232,11
2024-04-07T05:05:53.360000+00:00,9496,-575,1284,829,1232,11
2024-04-07T05:05:53.541000+00:00,9496,-601,1305,829,1232,11
2024-04-07T05:05:53.761000+00:00,9496,-633,1332,829,1232,11
2024-04-07T05:05:54.001000+00:00,9496,-667,1360,829,1232,11
2024-04-07T05:05:54.201000+00:00,9496,-706,1393,829,1232,11
2024-04-07T05:05:54.561000+00:00,9496,-745,1426,829,1232,11
2024-04-07T05:05:54.781000+00:00,9496,-795,1468,829,1232,11
2024-04-07T05:05:55.181000+00:00,9496,-831,1499,829,1232,11
2024-04-07T05:05:55.441000+00:00,9496,-870,1532,829,1232,11
2024-04-07T05:05:55.821000+00:00,9496,-914,1569,829,1232,11
2024-04-07T05:05:56.001000+00:00,9496,-937,1589,829,1232,11
2024-04-07T05:05:56.101000+00:00,9496,-950,1600,829,1232,11
2024-04-07T05:05:56.341000+00:00,9496,-982,1627,829,1232,11
2024-04-07T05:05:56.682000+00:00,9496,-1043,1678,829,1232,11
2024-04-07T05:05:56.962000+00:00,9496,-1064,1696,829,1232,11
2024-04-07T05:05:57.202000+00:00,9496,-1092,1720,829,1232,11
2024-04-07T05:05:57.361000+00:00,9496,-1110,1735,829,1232,11
2024-04-07T05:05:57.601000+00:00,9496,-1143,1763,829,1232,11
2024-04-07T05:05:57.842000+00:00,9496,-1175,1790,829,1232,11
2024-04-07T05:05:58.102000+00:00,9496,-1211,1820,829,1232,11
2024-04-07T05:05:58.201000+00:00,9496,-1225,1832,829,1232,11
2024-04-07T05:05:58.402000+00:00,9496,-1252,1855,829,1232,11
2024-04-07T05:05:58.582000+00:00,9496,-1277,1876,829,1232,11
2024-04-07T05:05:58.882000+00:00,9496,-1318,1912,829,1232,11
2024-04-07T05:05:59.040000+00:00,9496,-1341,1931,829,1232,11
2024-04-07T05:05:59.320000+00:00,9496,-1380,1964,829,1232,11
2024-04-07T05:05:59.521000+00:00,9496,-1422,2000,829,1232,11
2024-04-07T05:05:59.921000+00:00,9496,-1467,2039,829,1232,11
2024-04-07T05:06:00.101000+00:00,9496,-1490,2059,829,1232,11
2024-04-07T05:06:00.301000+00:00,9496,-1518,2083,829,1232,11
2024-04-07T05:06:00.561000+00:00,9496,-1561,2120,829,1232,11
2024-04-07T05:06:00.861000+00:00,9496,-1599,2152,829,1232,11
2024-04-07T05:06:01.041000+00:00,9496,-1625,2175,829,1232,11
2024-04-07T05:06:01.401000+00:00,9496,-1678,2221,829,1232,11
2024-04-07T05:06:01.561000+00:00,9496,-1713,2251,829,1232,11
2024-04-07T05:06:01.861000+00:00,9496,-1746,2279,829,1232,11
2024-04-07T05:06:02.102000+00:00,9496,-1792,2319,829,1232,11
2024-04-07T05:06:02.361000+00:00,9496,-1849,2368,829,1232,11
2024-04-07T05:06:02.821000+00:00,9496,-1914,2424,829,1232,11
2024-04-07T05:06:03.202000+00:00,9496,-1955,2459,829,1232,11
2024-04-07T05:06:03.421000+00:00,9496,-1998,2497,829,1232,11
2024-04-07T05:06:03.881000+00:00,9496,-2065,2554,829,1232,11
2024-04-07T05:06:04.282000+00:00,9496,-2110,2593,829,1232,11
2024-04-07T05:06:04.461000+00:00,9496,-2140,2619,829,1232,11
2024-04-07T05:06:04.801000+00:00,9496,-2163,2639,829,1232,11
2024-04-07T05:06:05.041000+00:00,9496,-2197,2668,829,1232,11
2024-04-07T05:06:05.202000+00:00,9496,-2219,2687,829,1232,11
2024-04-07T05:06:05.362000+00:00,9496,-2243,2708,829,1232,11
2024-04-07T05:06:05.560000+00:00,9496,-2268,2729,829,1232,11
2024-04-07T05:06:05.901000+00:00,9496,-2323,2777,829,1232,11
2024-04-07T05:06:06.301000+00:00,9496,-2380,2826,829,1232,11
2024-04-07T05:06:06.741000+00:00,9496,-2429,2868,829,1232,11
2024-04-07T05:06:07.021000+00:00,9496,-2457,2892,829,1232,11
2024-04-07T05:06:07.361000+00:00,9496,-2500,2930,829,1232,11
2024-04-07T05:06:07.581000+00:00,9496,-2533,2958,829,1232,11
2024-04-07T05:06:07.821000+00:00,9496,-2560,2982,829,1232,11
2024-04-07T05:06:08.121000+00:00,9496,-2595,3012,829,1232,11
2024-04-07T05:06:08.301000+00:00,9496,-2617,3031,829,1232,11
2024-04-07T05:06:08.461000+00:00,9496,-2636,3047,829,1232,11
2024-04-07T05:06:08.642000+00:00,9496,-2660,3068,829,1232,11
2024-04-07T05:06:09.001000+00:00,9496,-2699,3101,829,1232,11
2024-04-07T05:06:09.202000+00:00,9496,-2721,3121,829,1232,11
2024-04-07T05:06:09.341000+00:00,9496,-2737,3134,829,1232,11
2024-04-07T05:06:09.601000+00:00,9496,-2770,3163,829,1232,11
2024-04-07T05:06:09.881000+00:00,9496,-2795,3185,829,1232,11
2024-04-07T05:06:10.121000+00:00,9496,-2820,3206,829,1232,11
2024-04-07T05:06:10.342000+00:00,9496,-2842,3225,829,1232,11
2024-04-07T05:06:10.501000+00:00,9496,-2858,3239,829,1232,11
2024-04-07T05:06:10.741000+00:00,9496,-2881,3258,829,1232,11
2024-04-07T05:06:10.981000+00:00,9496,-2914,3287,829,1232,11
2024-04-07T05:06:11.382000+00:00,9496,-2939,3309,829,1232,11
2024-04-07T05:06:11.662000+00:00,9496,-2970,3336,829,1232,11
2024-04-07T05:06:12.080000+00:00,9496,-2999,3361,829,1232,11
2024-04-07T05:06:12.241000+00:00,9496,-3022,3380,829,1232,11
2024-04-07T05:06:12.660000+00:00,9496,-3058,3411,829,1232,11
2024-04-07T05:06:12.981000+00:00,9496,-3074,3425,829,1232,11
2024-04-07T05:06:13.200000+00:00,9496,-3090,3439,829,1232,11
2024-04-07T05:06:13.480000+00:00,9496,-3111,3458,829,1232,11
2024-04-07T05:06:13.641000+00:00,9496,-3123,3468,829,1232,11
2024-04-07T05:06:13.921000+00:00,9496,-3146,3488,829,1232,11
2024-04-07T05:06:14.301000+00:00,9496,-3183,3520,829,1232,11
2024-04-07T05:06:14.601000+00:00,9496,-3192,3528,829,1232,11
2024-04-07T05:06:14.921000+00:00,9496,-3209,3542,829,1232,11
2024-04-07T05:06:15.121000+00:00,9496,-3219,3551,829,1232,11
2024-04-07T05:06:15.221000+00:00,9496,-3224,3555,829,1232,11
2024-04-07T05:06:15.442000+00:00,9496,-3235,3565,829,1232,11
2024-04-07T05:06:15.742000+00:00,9496,-3247,3575,829,1232,11
2024-04-07T05:06:15.901000+00:00,9496,-3257,3584,829,1232,11
2024-04-07T05:06:16.262000+00:00,9496,-3265,3591,829,1232,11
2024-04-07T05:06:16.421000+00:00,9496,-3269,3594,829,1232,11
2024-04-07T05:06:16.602000+00:00,9496,-3273,3598,829,1232,11
2024-04-07T05:06:16.901000+00:00,9496,-3279,3603,829,1232,11
2024-04-07T05:06:17.201000+00:00,9496,-3284,3607,829,1232,11
2024-04-07T05:06:17.261000+00:00,9496,-3285,3608,829,1232,11
2024-04-07T05:06:17.622000+00:00,9496,-3290,3612,829,1232,11
2024-04-07T05:06:17.841000+00:00,9496,-3293,3615,829,1232,11
2024-04-07T05:06:18.242000+00:00,9496,-3295,3616,829,1232,11
2024-04-07T05:06:18.401000+00:00,9496,-3296,3617,829,1232,11
2024-04-07T05:06:18.562000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:18.801000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:19.081000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:19.341000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:19.681000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:20.561000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:20.801000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:21.041000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:21.461000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:21.641000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:21.801000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:22.061000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:22.242000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:22.381000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:22.661000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:22.901000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:23.062000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:23.441000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:23.642000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:23.922000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:24.361000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:24.422000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:24.762000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:24.982000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:25.341000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:25.480000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:25.760000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:25.921000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:26.121000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:26.361000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:26.601000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:26.861000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:27.081000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:27.301000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:27.641000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:27.881000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:28.141000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:28.601000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:28.841000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:29.021000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:29.181000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:29.421000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:29.661000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:30.001000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:30.202000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:30.462000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:30.581000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:30.821000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:31.101000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:31.522000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:31.642000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:31.980000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:32.201000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:32.560000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:32.741000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:32.941000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:33.121000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:33.380000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:33.461000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:33.801000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:34.241000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:34.461000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:34.561000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:34.781000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:35.001000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:35.281000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:35.622000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:35.781000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:36.081000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:36.341000+00:00,9496,-3297,3618,829,1232,11
2024-04-07T05:06:36.402000+00:00,9496,-3297,3618,829,1232,11
