lap,x,y,throttle,brake,n_gear,mds_x,mds_y,driver
4,2169.0,-1393.0,100.0,0.0,7.0,0.36095828898573223,0.08961147517161949,
4,2377.0344827586205,-1636.1379310344828,100.0,0.0,7.0,0.36095828898573223,0.08961147517161949,
4,2623.4827586206898,-1923.5172413793102,100.0,0.0,7.0,0.36095828898573223,0.08961147517161949,
4,2843.8275862068963,-2180.4827586206898,100.0,0.0,7.0,0.36095828898573223,0.08961147517161949,
4,3249.0,-2655.0,100.0,0.0,7.0,0.36095828898573223,0.08961147517161949,
4,3420.5172413793107,-2854.896551724138,100.0,0.0,7.0,0.36095828898573223,0.08961147517161949,
4,3730.103448275862,-3217.0344827586205,100.0,0.0,7.413793103448275,0.39124133428524743,0.0541992262582984,
4,4160.310344827586,-3725.1379310344823,100.0,0.0,8.0,0.43558726094221195,0.004685055703960801,
4,4464.586206896552,-4082.793103448276,100.0,0.0,8.0,0.43558726094221195,0.004685055703960801,
4,4800.0,-4477.0,100.0,0.0,8.0,0.43558726094221195,0.004685055703960801,
4,5030.137931034484,-4745.724137931035,100.0,0.0,8.0,0.43558726094221195,0.004685055703960801,
4,5356.482758620689,-5130.241379310345,100.0,0.0,8.0,0.43558726094221195,0.004685055703960801,
4,5589.0,-5406.0,0.0,0.0,8.0,-0.4412318053558775,-0.5442542212470709,
4,5855.068965517241,-5737.448275862069,0.0,0.0,8.0,-0.4412318053558775,-0.5442542212470709,
4,3807.241379310345,-5627.724137931034,23.344827586207046,0.0,5.0,-0.39207434915663464,-0.188670771608001,
4,3621.1379310344814,-5518.55172413793,1.0000000000001599,0.0,5.0,-0.5804759173654324,-0.30474310857588943,
4,3226.379310344828,-5436.793103448276,39.551724137931,0.0,5.0,-0.25249932208750064,-0.11287888250742552,
4,2974.44827586207,-5406.862068965517,3.448275862068874,82.75862068965563,5.0,-0.8831526124837914,0.42186661147187055,
4,2698.137931034483,-5299.172413793103,20.068965517241384,0.0,5.0,-0.420321308988393,-0.20443072256292275,
4,2440.5862068965516,-5048.586206896552,66.96551724137929,0.0,5.0,-0.027718387872344964,0.02523344334015579,
4,2322.4827586206898,-4744.0,84.55172413793107,0.0,5.0,0.10375014722235486,0.1510883039368771,
4,2224.0,-4401.0,75.79310344827583,0.0,5.0,0.03835514917474244,0.08498934842715875,
4,2138.0,-4158.0,8.689655172413788,0.0,5.0,-0.5169187637334478,-0.2626389076032873,
4,1981.0,-3958.0,2.896551724137928,0.0,5.0,-0.5650459073748331,-0.29392234518438864,
4,1834.4827586206898,-3845.5172413793102,3.9310344827586094,0.0,5.0,-0.5565580358367876,-0.28812299578861894,
4,1660.9655172413798,-3763.034482758621,32.65517241379301,0.0,5.0,-0.31185816892549084,-0.14478644050490141,
4,1390.5172413793102,-3711.0689655172414,71.93103448275862,0.0,5.0,0.009645941170075426,0.05759076724676498,
4,959.7931034482763,-3677.896551724138,14.724137931034647,0.0,5.0,-0.4660415361908473,-0.23128756596099256,
4,1437.4137931034477,-536.9655172413787,100.0,0.0,6.0,0.29200605686290193,0.17675810587297228,
4,1724.0,-872.0,100.0,0.0,7.0,0.3609582889857322,0.08961147517161946,
5,1872.0,-1045.0,100.0,0.0,7.0,0.3609582889857322,0.08961147517161946,
5,2096.7586206896553,-1308.1379310344828,100.0,0.0,7.0,0.3609582889857322,0.08961147517161946,
5,2391.965517241379,-1653.0,100.0,0.0,7.0,0.3609582889857322,0.08961147517161946,
5,2701.551724137931,-2015.0,100.0,0.0,7.310344827586206,0.38358964044453764,0.0630201811717912,
5,3010.8965517241377,-2376.862068965517,100.0,0.0,8.0,0.4355872609422117,0.004685055703960646,
5,3438.0,-2875.0,100.0,0.0,8.0,0.4355872609422117,0.004685055703960646,
5,3739.0,-3228.0,100.0,0.0,8.0,0.4355872609422117,0.004685055703960646,
5,4054.172413793103,-3599.6551724137926,100.0,0.0,8.0,0.4355872609422117,0.004685055703960646,
5,4249.482758620689,-3829.1724137931033,100.0,0.0,8.0,0.4355872609422117,0.004685055703960646,
5,4567.9655172413795,-4203.413793103448,100.0,0.0,8.0,0.4355872609422117,0.004685055703960646,
5,4693.9655172413795,-4352.344827586207,100.0,0.0,8.0,0.4355872609422117,0.004685055703960646,
5,4940.999999999999,-4642.137931034482,100.0,0.0,8.0,0.4355872609422117,0.004685055703960646,
5,5252.310344827586,-5007.3448275862065,0.0,0.0,8.0,-0.4412318053640732,-0.5442542212398228,
5,5579.0,-5394.0,0.0,0.0,8.0,-0.44123180535587797,-0.5442542212470711,
5,4960.793103448284,-5693.689655172413,44.82758620689612,55.17241379310388,6.6551724137931165,-0.36039591791259423,0.3640398162520539,
5,3769.0,-5602.310344827586,0.0,0.0,5.0,-0.5885422638453792,-0.3105571045715448,
5,3433.724137931035,-5461.620689655172,7.862068965517194,0.0,5.0,-0.5238571139542944,-0.26698018439552224,
5,3121.000000000001,-5429.379310344828,5.793103448275954,75.86206896551687,5.0,-0.8343607220542577,0.3689092225156427,
5,2702.1034482758623,-5307.896551724138,20.6551724137931,13.793103448275886,5.0,-0.45611771482417146,-0.11021619080821268,
5,2427.4482758620697,-5028.827586206898,59.655172413792904,0.0,5.0,-0.08475079951002065,-0.016568346715951216,
5,2319.310344827586,-4734.689655172413,85.27586206896554,0.0,5.0,0.10925364487885646,0.15682724378180038,
5,2271.793103448276,-4569.862068965517,100.0,0.0,5.0,0.23158617411995905,0.2679837889589519,
5,2160.1724137931037,-4211.96551724138,22.000000000000185,0.0,5.0,-0.4036826901240714,-0.1950900493068583,
