driver,throttle,brake,n_gear,mds_x,mds_y,driver_name
11,22.653223213568065,2.6418026418026317,5.33496771427806,0.5865556689425134,-0.0858106612623806,Perez
11,25.229563539908376,1.5151515151515085,5.35614098545133,0.5552983259687686,-0.11481165522841251,Perez
11,27.805903866248716,0.3885003885003733,5.377314256624602,0.525680606161955,-0.14521872758217833,Perez
11,32.411649653029,0.06363368432333799,5.388306138306139,0.4687201420603812,-0.14093791088201316,Perez
11,38.08550357688297,0.160758781448432,5.3939393939393945,0.401065574980088,-0.12823032301468706,Perez
11,43.759357500736876,0.25788387857352496,5.39957264957265,0.3303074229206805,-0.125588420063183,Perez
11,49.02875572703167,0.8238887549232486,5.397047397047397,0.27783709799858375,-0.12971165177344177,Perez
11,53.02700747528339,2.863515794550281,5.368881118881119,0.25368774383058507,-0.11613732988237464,Perez
11,57.025259223535116,4.903142834177314,5.34071484071484,0.23146193813956306,-0.10245868688827336,Perez
11,61.02351097178688,6.942769873804369,5.312548562548562,0.2107670796265351,-0.08060398295717724,Perez
11,63.112752190338405,9.094928060445298,5.324089703400048,0.19973866273194166,-0.03385460096501034,Perez
11,64.80428288186911,11.270530236047478,5.343903223213568,0.19203418847293033,0.018320936483288267,Perez
11,66.4958135733998,13.446132411649636,5.363716743027087,0.18539082446902427,0.07571424537472751,Perez
11,71.42832167832177,12.937062937062851,5.495337995337997,0.11462452243073375,0.0685911725750094,Perez
11,80.95221445221458,8.624708624708536,5.785353535353538,-0.04762842645051827,-0.025644862002653306,Perez
11,90.47610722610729,4.312354312354268,6.0753690753690766,-0.21341400411549502,-0.08982327164222076,Perez
11,100.0,0.0,6.365384615384615,-0.3928105658570717,-0.15929923610686286,Perez
22,97.34,0.0,6.62,-0.43657753781682884,-0.08980834279193337,Tsunoda
22,97.36929292929293,0.0,6.637575757575758,-0.44151778955287924,-0.08675239514066294,Tsunoda
22,97.39858585858586,0.0,6.655151515151515,-0.446474479439826,-0.08374461148384969,Tsunoda
22,97.42787878787878,0.0,6.672727272727273,-0.4514467520402372,-0.08076544508459914,Tsunoda
22,97.15151515151516,0.0828979449669106,6.687579240682688,-0.45267463954722786,-0.07547195611933563,Tsunoda
22,96.65939393939394,0.22431208638105213,6.700508533611981,-0.45131260073612955,-0.06853833585670285,Tsunoda
22,96.16727272727273,0.3657262277951936,6.713437826541274,-0.4500167030564203,-0.06158271935889712,Tsunoda
22,95.67111111111112,0.6603970741901791,6.7287704632532215,-0.44804298123516695,-0.051604001228323065,Tsunoda
22,95.15555555555557,1.6907001044932088,6.755639150121908,-0.442746700256421,-0.027174197834668214,Tsunoda
22,94.64,2.7210031347962387,6.782507836990596,-0.43830924802072474,-0.0041980924164941565,Tsunoda
22,94.12444444444445,3.75130616509927,6.809376523859283,-0.43391165964318834,0.019356614997487635,Tsunoda
22,94.0,4.0,6.8212260536398475,-0.4343232587256683,0.025936469893483305,Tsunoda
22,94.0,4.0,6.828296760710554,-0.4362577013564139,0.02703464778006453,Tsunoda
22,94.0,4.0,6.835367467781261,-0.43819590128578284,0.028126788026903805,Tsunoda
22,94.03092998955069,4.202020202020203,6.8436224312086384,-0.439092489689098,0.03279648963569168,Tsunoda
22,94.12062695924764,4.787878787878788,6.854127481713689,-0.43791562394259176,0.04470151309969341,Tsunoda
22,94.21032392894462,5.373737373737374,6.86463253221874,-0.43664563514653726,0.057134043552952186,Tsunoda
22,94.30002089864158,5.95959595959596,6.87513758272379,-0.4353200961484172,0.07009076369241443,Tsunoda
22,94.39611285266457,5.059561128526646,6.942068965517241,-0.46159208335652746,0.062062941778322465,Tsunoda
22,94.49267850923023,4.0494601184256345,7.013180076628353,-0.4900397945125284,0.05425002709691691,Tsunoda
22,94.58924416579588,3.0393591083246227,7.084291187739463,-0.5185947811970774,0.048126249655009834,Tsunoda
22,94.68110762800417,2.165099268547543,7.164388714733542,-0.5484888066866676,0.04691879820209061,Tsunoda
22,94.76858237547893,1.4176245210727947,7.25287356321839,-0.5797199884159164,0.0493630805013221,Tsunoda
22,94.85605712295367,0.6701497735980464,7.341358411703239,-0.6124896848079989,0.04827426566223019,Tsunoda
22,94.96823406478579,0.0,7.424911180773249,-0.6434560578375137,0.048425266640767066,Tsunoda
22,95.29449669104841,0.0,7.46571926158133,-0.6564325311204977,0.05486588452829178,Tsunoda
22,95.62075931731104,0.0,7.506527342389411,-0.6692388778831917,0.061701316951810165,Tsunoda
22,95.94702194357366,0.0,7.547335423197492,-0.6819603510230718,0.06838863198263387,Tsunoda
22,96.18578892371995,0.0,7.568080808080808,-0.6888228690212725,0.07135390883232826,Tsunoda
22,96.3851828631139,0.0,7.57979797979798,-0.6930660481595493,0.07267817688506964,Tsunoda
22,96.58457680250784,0.0,7.591515151515151,-0.6973192351984794,0.07399551920807777,Tsunoda
22,96.4592337164751,0.10588645071403757,7.6,-0.6978631062903693,0.07776713498270638,Tsunoda
22,95.48145593869732,0.489724834552423,7.6,-0.6885744974793737,0.0887755235901016,Tsunoda
22,94.50367816091955,0.8735632183908084,7.6,-0.6790728998940715,0.10090457318718106,Tsunoda
22,93.52590038314176,1.2574016022291938,7.6,-0.6691273634344641,0.11409119572459475,Tsunoda
22,89.32659700452803,2.964820619993042,7.596865203761755,-0.6224180371710166,0.16954374118898174,Tsunoda
22,84.61184952978056,4.8840125391849485,7.593228840125391,-0.5676357584870422,0.2251442711034039,Tsunoda
22,79.89710205503307,6.803204458376866,7.5895924764890275,-0.5159796395129833,0.27395596533643307,Tsunoda
22,72.91679554162309,10.406826889585524,7.571466388018112,-0.551440144198235,-0.2594391088213232,Tsunoda
22,63.1481086729362,16.083594566353206,7.535506792058516,-0.42528799876548407,-0.4272702860011685,Tsunoda
22,53.37942180424933,21.76036224312089,7.49954719609892,-0.199625372759656,0.6162024746820148,Tsunoda
22,43.699456635318654,27.366074538488355,7.460724486241727,-0.08466975462038165,0.7570253652474939,Tsunoda
22,36.503699059561114,30.982236154649957,7.341734587251829,0.02129549598168261,0.8349061833738858,Tsunoda
22,29.30794148380354,34.59839777081158,7.22274468826193,0.12780022059571725,0.9140477291214002,Tsunoda
22,22.11218390804596,38.2145593869732,7.10375478927203,0.1880766765529342,-1.0135692132917788,Tsunoda
22,21.352288401253922,36.789968652037615,6.845454545454544,0.2985789668686716,0.9196376420993375,Tsunoda
22,24.525419714385237,32.28491814698711,6.5020202020202,0.3345244605297064,0.7521053226615895,Tsunoda
