driver,throttle,brake,n_gear,mds_x,mds_y,driver_name
1,94.38461538461539,0.0,6.519230769230769,0.4240598267343761,0.09884125526320112,Verstappen
1,94.40838809431774,0.41553923463471026,6.544356397371473,0.423872429219841,0.10468444369753019,Verstappen
1,94.43216080402009,0.8310784692694205,6.569482025512177,0.4236991149850484,0.11051928307532102,Verstappen
1,95.4032634032634,0.4239339666475329,6.582745702092436,0.43496331659294357,0.10954609790337365,Verstappen
1,96.38403263403264,0.008394732012822592,6.595888338350649,0.4463408499562692,0.1085730576663055,Verstappen
1,95.50367806397958,0.937379203710862,6.640750371906151,0.4371101477362617,0.12176382359640422,Verstappen
1,94.58494980731162,1.8940858136838035,6.686266413653349,0.4275218390052764,0.1351229665022981,Verstappen
1,94.57594499303042,1.9230769230769231,6.904674889599513,0.4420575584038122,0.17621957951013806,Verstappen
1,94.5953690363238,1.9230769230769231,7.128486254114395,0.4576211537039567,0.21818485230722562,Verstappen
1,95.13826806917258,1.0050251256281415,7.287663062788691,0.4778738746795943,0.24470289701575526,Verstappen
1,95.70320815421317,0.048318515655199734,7.444118416480226,0.4983493780586311,0.27047704045680887,Verstappen
1,95.14358212976303,0.9083880943177425,7.465600145248387,0.49061693421456604,0.2781370654395083,Verstappen
1,94.52413875906339,1.8650947042906834,7.479902425882325,0.4814939626792715,0.2848657709690944,Verstappen
1,80.73611355144016,7.415281535884568,7.480769230769231,0.33794338132320967,0.33215942383636793,Verstappen
1,66.09850241885414,13.261821930163661,7.480769230769231,0.18767112274895473,0.381928674574375,Verstappen
1,41.44952911410194,36.242986494242814,7.405872603108784,-0.13359768831060728,0.49545979903501913,Verstappen
1,16.038821731032805,60.52787246254585,7.325277318995912,-0.476069408545879,0.6281338545299666,Verstappen
1,8.693326773728792,73.40724602031135,6.8500193274062635,-0.6380467184774726,0.6214601480299382,Verstappen
1,2.935982359349195,85.28393716835927,6.340065713181291,-0.796227445493521,0.6014612781129123,Verstappen
1,2.1253997259022404,76.41880732332993,5.651333591032085,-0.8003617067526695,0.4349411113281088,Verstappen
1,1.8094932705485505,65.47949537899282,4.944723618090453,-0.7942592212469205,0.2446081609658508,Verstappen
1,6.113376712622943,42.56002233389169,4.757977923807069,-0.6489416501214649,0.06787785025403231,Verstappen
1,10.93633767126231,18.294463771850694,4.62964394622686,-0.5130299054052234,-0.12630470716020623,Verstappen
1,25.359521968818452,11.251771678907353,4.615384615384615,-0.3542190347503367,-0.15173847984378963,Verstappen
1,40.9827341837392,6.361937894601219,4.615384615384615,-0.19551247037226502,-0.17222622057969905,Verstappen
1,56.62921542444152,5.769230769230769,4.62379203710862,-0.05165616021000149,-0.1813494200254151,Verstappen
1,72.27890618594138,5.769230769230769,4.63335910320835,0.08964685026001198,-0.20170868073178222,Verstappen
1,80.91345519360596,5.769230769230769,4.634615384615385,0.16777942799490037,-0.21880018206522756,Verstappen
1,88.48757579662102,5.769230769230769,4.634615384615385,0.23657458939062206,-0.23720446358320618,Verstappen
1,85.85939311944341,4.12640123695401,4.659257827599537,0.21943721927356047,-0.22863378327009315,Verstappen
1,81.55083107846926,2.2129880170081146,4.687959025898724,0.18838366158044328,-0.21812268733000514,Verstappen
1,72.20662461491607,3.546579049091612,4.7405207857469165,0.10271750527621937,-0.18671285765953483,Verstappen
1,61.96319593304519,5.459992269037491,4.797343360157431,0.007376799557773594,-0.15299164335342214,Verstappen
1,52.19907521289433,12.704450769777367,4.837151960267539,-0.10527096065662514,-0.10112753385400093,Verstappen
1,42.52735120825575,20.976580649947433,4.873680758102869,-0.22701952631163277,-0.03928591592130709,Verstappen
1,37.28719647186982,20.73215728994623,4.851618231015216,-0.2718532360167663,-0.04394255087381645,Verstappen
1,32.96578170573145,18.722107038689938,4.8174087219313355,-0.30242711947250045,-0.061818493875787105,Verstappen
1,38.81724180342269,16.751590118424286,4.778059879818675,-0.2456520379582432,-0.08100993371221835,Verstappen
1,46.92934075974273,14.789858382823217,4.737568963699617,-0.16806277959194488,-0.10482361861874134,Verstappen
1,50.547642056436,11.110134979481746,4.737919394954571,-0.11973260526493033,-0.12675059030535238,Verstappen
1,53.09866640896785,7.022388555051944,4.747969646210852,-0.0807239154752468,-0.1470795857914732,Verstappen
1,46.45634348900679,8.964988110716787,4.772902976420564,-0.14622068892439094,-0.12881326829057924,Verstappen
1,37.48659087980698,12.434257534760048,4.801604174719753,-0.23785477773129923,-0.10251738573297052,Verstappen
1,41.267942275479946,12.949362195593382,4.821930163638706,-0.20537170218339168,-0.09627545294253961,Verstappen
1,48.482283210926425,12.669114804793264,4.840001288493751,-0.13829223831848048,-0.09839847980886872,Verstappen
1,43.99861486921788,21.754069492762987,4.844843877507194,-0.22017264887113838,-0.03976262606162811,Verstappen
1,36.1726581626079,33.51479620323839,4.845906884851608,-0.34748197317572016,0.03615889552100167,Verstappen
1,26.05123812535874,33.620901711354,4.828794321256633,-0.4319940502078818,0.03121302741083785,Verstappen
1,15.235138395942442,30.199950802965887,4.8061812559299995,-0.5078061944548359,0.0017683846348207257,Verstappen
1,15.977193660610745,23.982382776352622,4.774343746705556,-0.47686497084263757,-0.04535492262739473,Verstappen
1,20.417858523386137,16.869897271907377,4.739554415433813,-0.4117749822165416,-0.0962927283191698,Verstappen
1,30.94941685896458,10.494195921331638,4.709315809818323,-0.2950977660869922,-0.1335577979467707,Verstappen
1,43.53870947589546,4.367408136252383,4.680614611519134,-0.16214213310747735,-0.17126380513235637,Verstappen
