x,y,progress
-0.10921807529718162,0.1079725187300401,0.0
0.4383915366343467,-0.14264408764994801,0.0003913894324853229
0.524544674029729,-0.051324227451802706,0.0007827788649706458
0.4189141296992007,0.034973025752718295,0.0011741682974559687
0.4139117342671561,0.001333530786630519,0.0015655577299412916
0.5133335492001704,0.035501719233782654,0.0019569471624266144
0.4607509460915197,0.062099469361006264,0.0023483365949119373
0.5395323015661228,0.03261200806806478,0.0027397260273972603
0.6532873060791551,-0.008031458448302432,0.0031311154598825833
0.9204460046466458,-0.7485170545715714,0.0035225048923679062
0.7813966164880135,0.012265895467824445,0.003913894324853229
0.7762700744333473,0.01165132996731349,0.004305283757338552
0.7505462679252677,0.008389873236421234,0.004696673189823875
0.7667034786558441,0.010444061887762484,0.005088062622309198
0.7768287281210069,0.01163132883335294,0.005479452054794521
0.7787439783568338,0.011908562670841361,0.005870841487279844
0.7724303830472954,0.011258107803021448,0.0062622309197651665
0.7886764616121414,0.013033950797672634,0.006653620352250489
0.7600555893450673,0.009567664326778977,0.0070450097847358124
0.7749878420839794,0.011387365487869715,0.007436399217221135
0.7759955526653844,0.011574656679855777,0.007827788649706457
0.9297295846037419,0.7708942558820242,0.008219178082191782
0.8652530567604073,0.081552588245272,0.008610567514677104
1.0382760669150346,-0.7395758880608462,0.009001956947162427
1.0549427943200596,0.043066003360929944,0.00939334637964775
1.2018456302640126,-0.6993363995900892,0.009784735812133072
1.201845630264011,-0.6993363995900911,0.010176125244618396
1.0549427943200596,0.04306600336092998,0.010567514677103719
1.0549427943200596,0.04306600336092998,0.010958904109589041
1.0549427943200596,0.04306600336092998,0.011350293542074364
1.0549427943200596,0.04306600336092998,0.011741682974559688
1.0549427943200596,0.04306600336092998,0.01213307240704501
1.0549427943200596,0.04306600336092998,0.012524461839530333
1.0549427943200596,0.04306600336092998,0.012915851272015656
1.0549427943200596,0.04306600336092998,0.013307240704500978
1.0549427943200596,0.04306600336092998,0.013698630136986302
1.0549427943200596,0.04306600336092998,0.014090019569471625
1.0549427943200596,0.04306600336092998,0.014481409001956947
1.0549427943200596,0.04306600336092998,0.01487279843444227
1.0549427943200596,0.04306600336092998,0.015264187866927594
1.0549427943200596,0.04306600336092998,0.015655577299412915
1.0549427943200596,0.04306600336092998,0.01604696673189824
1.0549427943200596,0.04306600336092998,0.016438356164383564
1.0549427943200596,0.04306600336092998,0.016829745596868884
1.0549427943200596,0.04306600336092998,0.01722113502935421
1.0549427943200596,0.04306600336092998,0.01761252446183953
1.0549427943200596,0.04306600336092998,0.018003913894324854
1.0549427943200596,0.04306600336092998,0.018395303326810178
1.0549427943200596,0.04306600336092998,0.0187866927592955
1.0549427943200596,0.04306600336092998,0.019178082191780823
1.0549427943200596,0.04306600336092998,0.019569471624266144
1.0549427943200596,0.04306600336092998,0.019960861056751468
1.0549427943200596,0.04306600336092998,0.020352250489236792
1.0549427943200596,0.04306600336092998,0.020743639921722113
1.0549427943200596,0.04306600336092998,0.021135029354207437
1.0549427943200596,0.04306600336092998,0.02152641878669276
1.0549427943200596,0.04306600336092998,0.021917808219178082
1.0549427943200596,0.04306600336092998,0.022309197651663407
1.0549427943200596,0.04306600336092998,0.022700587084148727
1.0549427943200596,0.04306600336092998,0.02309197651663405
1.0549427943200596,0.04306600336092998,0.023483365949119376
1.0549427943200596,0.04306600336092998,0.023874755381604697
1.0549427943200596,0.04306600336092998,0.02426614481409002
1.0549427943200596,0.04306600336092998,0.024657534246575342
1.0549427943200596,0.04306600336092998,0.025048923679060666
1.0549427943200596,0.04306600336092998,0.02544031311154599
1.0549427943200596,0.04306600336092998,0.02583170254403131
1.0549427943200596,0.04306600336092998,0.026223091976516635
1.0549427943200596,0.04306600336092998,0.026614481409001956
1.0549427943200596,0.04306600336092998,0.02700587084148728
1.0549427943200596,0.04306600336092998,0.027397260273972605
1.0549427943200596,0.04306600336092998,0.027788649706457925
1.0549427943200596,0.04306600336092998,0.02818003913894325
1.0549427943200596,0.04306600336092998,0.02857142857142857
1.0549427943200596,0.04306600336092998,0.028962818003913895
1.0549427943200596,0.04306600336092998,0.02935420743639922
