meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1232,9496,11,20,2024-04-07 06:03:39.776000+00:00,34.808,42.946,18.452,277.0,298,False,96.206,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",298
1232,9496,11,21,2024-04-07 06:05:16.011000+00:00,34.994,43.049,18.515,279.0,299,False,96.558,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2049]",298
1232,9496,11,22,2024-04-07 06:06:52.663000+00:00,34.92,43.437,18.907,280.0,302,False,97.264,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048]",305
1232,9496,11,23,2024-04-07 06:08:29.809000+00:00,34.723,43.265,18.668,279.0,297,False,96.656,"[2049, 2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297
1232,9496,11,24,2024-04-07 06:10:06.566000+00:00,34.839,43.391,18.691,278.0,298,False,96.921,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049]",300
1232,9496,11,25,2024-04-07 06:11:43.439000+00:00,35.304,43.717,18.739,280.0,300,False,97.76,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049]",302
1232,9496,11,26,2024-04-07 06:13:21.164000+00:00,35.496,43.536,18.657,281.0,296,False,97.689,"[None, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",291
1232,9496,11,27,2024-04-07 06:14:58.895000+00:00,34.947,43.279,18.617,280.0,296,False,96.843,"[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",295
1232,9496,11,28,2024-04-07 06:16:35.812000+00:00,34.875,43.263,18.595,279.0,297,False,96.733,"[None, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",295
1232,9496,11,29,2024-04-07 06:18:12.457000+00:00,35.035,43.263,18.671,280.0,296,False,96.969,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296
1232,9496,11,30,2024-04-07 06:19:49.434000+00:00,35.201,43.289,18.607,,296,False,97.097,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296
1232,9496,11,31,2024-04-07 06:21:26.575000+00:00,35.15,43.356,18.612,279.0,296,False,97.118,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",295
1232,9496,11,32,2024-04-07 06:23:03.747000+00:00,35.061,43.365,18.68,,296,False,97.106,"[None, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297
1232,9496,11,33,2024-04-07 06:24:40.713000+00:00,35.006,43.257,21.146,280.0,297,False,99.409,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2051, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2064, 2064]",297
1232,9496,11,34,2024-04-07 06:26:20.177000+00:00,53.934,42.674,18.338,280.0,304,True,114.946,"[2064, 2064, 2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2049, 2048, 2049, 2051, 2048, 2048, 2048, 2049, 2048]","[2049, 2048, 2048, 2051, 2051]",305
1232,9496,11,35,2024-04-07 06:28:15.185000+00:00,33.433,42.191,18.321,278.0,303,False,93.945,"[2051, 2049, 2049, 2051, 2051, 2049, 2048, 2049, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2049, 2051, 2048]","[2048, 2048, 2048, 2048, 2048]",305
1232,9496,11,36,2024-04-07 06:29:49.188000+00:00,33.662,42.278,18.539,279.0,299,False,94.479,"[2048, 2048, 2048, 2048, 2048, 2048, 2051, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",291
1232,9496,11,37,2024-04-07 06:31:23.473000+00:00,34.02,42.307,18.481,276.0,300,False,94.808,"[None, 2048, 2048, 2048, 2051, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",298
1232,9496,11,38,2024-04-07 06:32:58.208000+00:00,34.413,42.385,18.447,279.0,299,False,95.245,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",298
1232,9496,11,39,2024-04-07 06:34:33.674000+00:00,34.223,42.294,18.473,281.0,300,False,94.99,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",296
1232,9496,11,40,2024-04-07 06:36:08.655000+00:00,34.051,42.417,18.27,282.0,300,False,94.738,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",300
1232,9496,11,41,2024-04-07 06:37:43.330000+00:00,34.136,42.423,18.471,281.0,301,False,95.03,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",301
1232,9496,11,42,2024-04-07 06:39:18.391000+00:00,34.02,43.077,18.336,280.0,298,False,95.433,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048]",298
1232,9496,11,43,2024-04-07 06:40:53.804000+00:00,33.973,42.725,18.401,282.0,298,False,95.099,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297
1232,9496,11,44,2024-04-07 06:42:28.877000+00:00,34.015,42.339,18.347,281.0,299,False,94.701,"[None, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297
1232,9496,11,45,2024-04-07 06:44:03.593000+00:00,34.1,42.464,18.432,282.0,298,False,94.996,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",295
1232,9496,11,46,2024-04-07 06:45:38.583000+00:00,33.927,42.397,18.426,,297,False,94.75,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2051, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",297
1232,9496,11,47,2024-04-07 06:47:13.391000+00:00,34.058,42.474,18.524,,298,False,95.056,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",298
1232,9496,11,48,2024-04-07 06:48:48.445000+00:00,34.198,42.525,18.66,,298,False,95.383,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",290
1232,9496,11,49,2024-04-07 06:50:23.793000+00:00,34.003,42.537,18.495,280.0,299,False,95.035,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",295
1232,9496,11,50,2024-04-07 06:51:58.827000+00:00,34.117,42.587,18.54,279.0,300,False,95.244,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",293
1232,9496,11,51,2024-04-07 06:53:33.977000+00:00,33.957,42.55,18.383,282.0,303,False,94.89,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048]",300
1232,9496,11,52,2024-04-07 06:55:08.944000+00:00,34.13,42.407,18.392,280.0,300,False,94.929,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",299
1232,9496,11,53,2024-04-07 06:56:43.834000+00:00,33.931,42.384,18.413,279.0,301,False,94.728,"[None, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",301
